Month	n_days	Rg_f	Ta_f	Tmax	Tmin	VPD_f	Ts_f	Precip	SWC	LAI	ET	LITTERFALL			
4	25	19.170432	14.612300	22.113500	9.057940	3.704616	-9999	0.000000	-9999	-9999	-9999	-9999	16.6303768	0.6160916	16.0142852
4	26	17.290973	11.892200	17.978800	7.264360	3.268636	-9999	0.001098	-9999	-9999	-9999	-9999	13.92467476	0.455146985	13.46952777
4	27	5.573448	6.440070	12.266100	1.202960	1.124250	-9999	7.606680	-9999	-9999	-9999	-9999	9.638960594	0.108365996	9.530594598
4	28	7.655489	5.809980	9.046140	1.190600	0.871406	-9999	7.494020	-9999	-9999	-9999	-9999	9.227962167	0.080412988	9.147549179
4	29	18.151776	10.078200	15.267700	3.786250	1.600381	-9999	0.484829	-9999	-9999	-9999	-9999	12.3428112	0.197532035	12.14527916
4	30	19.231603	13.463800	20.113300	7.139390	3.279133	-9999	0.000000	-9999	-9999	-9999	-9999	15.43637268	0.506179223	14.93019346
5	1	19.159373	14.507300	22.096500	7.785290	3.520405	-9999	0.000000	-9999	-9999	-9999	-9999	16.51795087	0.581498735	15.93645214
5	2	9.750413	11.174300	19.430200	4.322490	2.133078	-9999	2.333680	-9999	-9999	-9999	-9999	13.27854232	0.283241707	12.99530061
5	3	13.517798	6.904900	12.024100	1.390480	1.589630	-9999	5.752000	-9999	-9999	-9999	-9999	9.952415929	0.158206562	9.794209366
5	4	20.741962	11.446700	17.583400	3.688760	2.581152	-9999	1.586960	-9999	-9999	-9999	-9999	13.52054008	0.348985721	13.17155436
5	5	5.804784	7.372550	10.937300	4.659250	1.198038	-9999	12.104600	-9999	-9999	-9999	-9999	10.2767989	0.123119996	10.1536789
5	6	10.771488	8.267790	13.539800	4.359290	1.653290	-9999	1.687410	-9999	-9999	-9999	-9999	10.92383991	0.180602797	10.74323712
5	7	18.283709	10.199500	16.284500	3.665230	2.213599	-9999	0.000000	-9999	-9999	-9999	-9999	12.44342747	0.275447542	12.16797993
5	8	21.014554	11.791600	18.647900	4.477090	3.318541	-9999	0.000000	-9999	-9999	-9999	-9999	13.83249978	0.459037203	13.37346257
5	9	15.494458	13.427200	19.889500	6.271800	3.077547	-9999	0.434442	-9999	-9999	-9999	-9999	15.39959308	0.473929727	14.92566335
5	10	15.186528	15.053600	19.946100	10.694500	2.776003	-9999	0.035936	-9999	-9999	-9999	-9999	17.11025824	0.474981199	16.63527704
5	11	14.569632	15.058300	20.227800	10.682400	2.817782	-9999	2.970750	-9999	-9999	-9999	-9999	17.1154338	0.482275669	16.63315814
5	12	10.135238	13.266000	18.005700	9.147800	1.277765	-9999	4.442320	-9999	-9999	-9999	-9999	15.23851578	0.194712389	15.04380339
5	13	2.627061	10.074000	13.001400	7.356300	0.538945	-9999	2.603900	-9999	-9999	-9999	-9999	12.33934022	0.066502302	12.27283792
5	14	4.322220	10.086300	13.952900	7.176830	0.794777	-9999	0.035669	-9999	-9999	-9999	-9999	12.34950765	0.098151079	12.25135657
5	15	13.918003	11.501700	16.072500	7.201550	1.536245	-9999	0.000092	-9999	-9999	-9999	-9999	13.56986905	0.208466418	13.36140263
5	16	21.466167	12.547500	19.346900	6.544720	3.182152	-9999	0.000000	-9999	-9999	-9999	-9999	14.53840889	0.462634327	14.07577456
5	17	22.528022	13.712000	21.189000	6.761150	3.430819	-9999	0.000000	-9999	-9999	-9999	-9999	15.6878311	0.538221066	15.14961004
5	18	12.813033	14.260900	21.772300	8.207250	1.917791	-9999	18.985100	-9999	-9999	-9999	-9999	16.2567386	0.311770302	15.9449683
5	19	21.628771	15.164000	21.541500	9.562420	3.490191	-9999	0.000000	-9999	-9999	-9999	-9999	17.23219215	0.601436413	16.63075573
5	20	8.814096	12.771800	17.069000	8.857190	2.426230	-9999	6.023500	-9999	-9999	-9999	-9999	14.75387045	0.357962792	14.39590766
5	21	13.780713	11.947000	17.056300	7.599680	2.343542	-9999	5.237800	-9999	-9999	-9999	-9999	13.97511202	0.32751268	13.64759934
5	22	5.408450	7.825860	11.884200	5.741130	1.364146	-9999	4.779100	-9999	-9999	-9999	-9999	10.60008483	0.144600646	10.45548419
5	23	9.444989	7.511990	11.424200	4.472510	1.858445	-9999	1.151560	-9999	-9999	-9999	-9999	10.37530551	0.192819396	10.18248612
5	24	11.164868	9.552910	15.111400	4.969700	1.937428	-9999	5.152100	-9999	-9999	-9999	-9999	11.91530105	0.230850373	11.68445068
5	25	11.492928	7.474700	10.502400	5.151310	1.317620	-9999	4.233780	-9999	-9999	-9999	-9999	10.3488811	0.13635888	10.21252222
5	26	15.729293	8.239800	13.042900	3.898570	2.001380	-9999	0.491186	-9999	-9999	-9999	-9999	10.90307946	0.21821207	10.68486739
5	27	16.034803	9.902950	15.035300	3.310860	1.752283	-9999	2.504490	-9999	-9999	-9999	-9999	12.19870776	0.213755928	11.98495183
5	28	3.773632	9.092950	11.871800	6.167610	0.834345	-9999	5.055510	-9999	-9999	-9999	-9999	11.5517114	0.09638118	11.45533022
