daily output file at cell level

Daily summary output from 3D-CMCC version 'f', time 'd', spatial 'u'


Cell 0, 0, Lat = 51.18, Long  = 4.31


Daily GPP = daily total gross primary production (gC/m2/day)
Daily NPP = daily total net primary production (tDM/m2/day)
Daily ET = daily canopy transpiration(mm/day)
Daily LAI = daily Leaf Area Index (m^2/m^2)
Daily F_SW = Daily Soil water modifier
Daily F_PSI = Daily Soil water modifier-BIOME
Daily F_T = Daily temperature modifier
Daily F_PSI = Daily VPD modifier



-YEAR    MONTH      DAY   GPP(1)   GPP(0) GPP(tot)   NPP(1)   NPP(0) NPP(tot)    ET(1)    ET(0)  ET(tot)   LAI(1)   LAI(0)    CC(1)    CC(0) DEADTREE(1) DEADTREE(0) DEADTREE(tot)
-2004        9        6     1.94    0.163     2.11   0.0187  0.00157   0.0202    0.465    0.212    0.678     3.02     2.26     48.9     7.86        0        0        0
-2004        9        7     2.98     0.25     3.23   0.0286   0.0024    0.031    0.481     0.22    0.701     3.02     2.26     48.9     7.86        0        0        0
-2004        9        8     3.99    0.335     4.33   0.0383  0.00322   0.0415    0.493    0.225    0.719     3.02     2.26     48.9     7.86        0        0        0
-2004        9        9      3.3    0.278     3.58   0.0317  0.00266   0.0344     0.45    0.205    0.654     3.02     2.26     48.9     7.86        0        0        0
-2004        9       10     2.13    0.179     2.31   0.0205  0.00172   0.0222    0.392    0.179    0.571     3.02     2.26     48.9     7.86        0        0        0
-2004        9       11     2.14     0.18     2.32   0.0206  0.00173   0.0223    0.277    0.127    0.404     3.02     2.25     48.9     7.86        0        0        0
-2004        9       12     3.23    0.271      3.5    0.031   0.0026   0.0336    0.367    0.168    0.535     3.02     2.25     48.9     7.86        0        0        0
-2004        9       13     2.13    0.179     2.31   0.0204  0.00172   0.0222    0.237    0.109    0.345     3.02     2.25     48.9     7.86        0        0        0
-2004        9       14     2.96    0.249     3.21   0.0284  0.00239   0.0308    0.324    0.148    0.472     3.02     2.25     48.9     7.86        0        0        0
-2004        9       15     3.16    0.266     3.43   0.0304  0.00255   0.0329    0.337    0.155    0.492     3.02     2.25     48.9     7.86        0        0        0
-2004        9       16     3.73    0.313     4.04   0.0358  0.00301   0.0388    0.406    0.185    0.591     3.02     2.25     48.9     7.86        0        0        0
-2004        9       17     3.51    0.295      3.8   0.0337  0.00283   0.0365    0.396     0.18    0.576     3.02     2.25     48.9     7.86        0        0        0
-2004        9       18     1.58    0.133     1.72   0.0152  0.00128   0.0165    0.202    0.092    0.294     3.02     2.25     48.9     7.86        0        0        0
-2004        9       19     3.19    0.268     3.46   0.0307  0.00258   0.0332    0.352    0.161    0.513     3.02     2.25     48.9     7.86        0        0        0
-2004        9       20    0.786    0.066    0.852  0.00755 0.000634  0.00818   0.0846   0.0388    0.123     3.01     2.25     48.9     7.86        0        0        0
-2004        9       21     2.13    0.179     2.31   0.0204  0.00172   0.0222    0.232    0.106    0.337     3.01     2.24     48.9     7.86        0        0        0
-2004        9       22    0.797    0.067    0.864  0.00765 0.000643   0.0083   0.0848   0.0389    0.124     3.01     2.24     48.9     7.86        0        0        0
-2004        9       23     1.83    0.154     1.98   0.0176  0.00148   0.0191    0.192   0.0883    0.281     3.01     2.24     48.9     7.86        0        0        0
-2004        9       24     3.09     0.26     3.35   0.0297  0.00249   0.0322    0.332    0.152    0.484     3.01     2.24     48.9     7.86        0        0        0
-2004        9       25     2.33    0.196     2.53   0.0224  0.00188   0.0243     0.25    0.115    0.365     3.01     2.24     48.9     7.86        0        0        0
-2004        9       26     3.28    0.276     3.56   0.0315  0.00265   0.0342     0.35     0.16     0.51     3.01     2.24     48.9     7.86        0        0        0
-2004        9       27     1.64    0.137     1.77   0.0157  0.00132    0.017    0.175   0.0805    0.256        3     2.24     48.9     7.86        0        0        0
-2004        9       28     1.05   0.0885     1.14   0.0101  0.00085    0.011    0.114   0.0522    0.166        3     2.24     48.9     7.86        0        0        0
-2004        9       29     2.38      0.2     2.58   0.0228  0.00192   0.0247    0.252    0.116    0.368        3     2.23     48.9     7.86        0        0        0
-2004        9       30     1.67     0.14     1.81    0.016  0.00135   0.0174    0.177   0.0812    0.258        3     2.23     48.9     7.86        0        0        0
-2004       10        1     2.41    0.202     2.61   0.0231  0.00194   0.0251    0.265    0.121    0.386        3     2.23     48.9     7.86        0        0        0
-2004       10        2     2.47    0.208     2.68   0.0238  0.00199   0.0257    0.265    0.121    0.387     2.99     2.23       49     7.86        0        0        0
-2004       10        3     2.14     0.18     2.32   0.0205  0.00172   0.0223     0.23    0.105    0.335     2.99     2.23       49     7.86        0        0        0
-2004       10        4     1.55     0.13     1.68   0.0148  0.00125   0.0161    0.176   0.0804    0.256     2.99     2.23       49     7.86        0        0        0
-2004       10        5     1.01   0.0845     1.09  0.00967 0.000812   0.0105    0.107   0.0489    0.156     2.99     2.22       49     7.86        0        0        0
-2004       10        6     2.62     0.22     2.84   0.0252  0.00211   0.0273    0.279    0.128    0.406     2.99     2.22       49     7.86        0        0        0
-2004       10        7     1.84    0.154        2   0.0177  0.00148   0.0192    0.197   0.0904    0.288     2.99     2.22       49     7.86        0        0        0
-2004       10        8     2.18    0.183     2.36   0.0209  0.00175   0.0227    0.232    0.106    0.338     2.99     2.22       49     7.86        0        0        0
-2004       10        9     2.86     0.24      3.1   0.0274   0.0023   0.0297    0.313    0.143    0.457     2.99     2.22       49     7.86        0        0        0
-2004       10       10     2.59    0.217      2.8   0.0248  0.00208   0.0269    0.289    0.132    0.421     2.98     2.22       49     7.86        0        0        0
-2004       10       11     2.48    0.208     2.69   0.0238    0.002   0.0258    0.281    0.129     0.41     2.98     2.22       49     7.86        0        0        0
-2004       10       12     2.32    0.194     2.51   0.0222  0.00186   0.0241    0.251    0.115    0.366     2.98     2.22       49     7.86        0        0        0
-2004       10       13     2.16    0.181     2.34   0.0207  0.00174   0.0225    0.229    0.105    0.333     2.98     2.22       49     7.86        0        0        0
-2004       10       14     1.26    0.106     1.36   0.0121  0.00101   0.0131    0.135   0.0617    0.196     2.98     2.21       49     7.86        0        0        0
-2004       10       15     1.73    0.145     1.88   0.0166   0.0014    0.018    0.196   0.0899    0.286     2.98     2.21       49     7.86        0        0        0
-2004       10       16    0.623   0.0522    0.675  0.00598 0.000501  0.00648   0.0765   0.0351    0.112     2.98     2.21       49     7.86        0        0        0
-2004       10       17     1.16   0.0972     1.26   0.0111 0.000933   0.0121    0.136   0.0624    0.198     2.97     2.21       49     7.86        0        0        0
-2004       10       18        2    0.168     2.17   0.0192  0.00161   0.0208     0.22    0.101    0.321     2.97     2.21       49     7.86        0        0        0
-2004       10       19      2.8    0.235     3.04   0.0269  0.00225   0.0291      0.3    0.137    0.437     2.97     2.21       49     7.86        0        0        0
-2004       10       20     0.88   0.0738    0.953  0.00845 0.000708  0.00915   0.0949   0.0435    0.138     2.97     2.21       49     7.86        0        0        0
-2004       10       21     2.39    0.201     2.59    0.023  0.00193   0.0249    0.257    0.117    0.375     2.97      2.2       49     7.86        0        0        0
-2004       10       22     2.34    0.197     2.54   0.0225  0.00189   0.0244    0.252    0.115    0.367     2.97      2.2       49     7.86        0        0        0
-2004       10       23    0.707   0.0593    0.766  0.00678 0.000569  0.00735   0.0803   0.0367    0.117     2.97      2.2       49     7.86        0        0        0
-2004       10       24    0.667    0.056    0.723   0.0064 0.000537  0.00694   0.0769   0.0352    0.112     2.96      2.2       49     7.86        0        0        0
-2004       10       25     1.17   0.0985     1.27   0.0113 0.000945   0.0122    0.126   0.0576    0.184     2.96      2.2       49     7.86        0        0        0
-2004       10       26     1.56    0.131     1.69    0.015  0.00126   0.0162    0.169   0.0773    0.246     2.96      2.2       49     7.86        0        0        0
-2004       10       27     1.61    0.135     1.74   0.0154  0.00129   0.0167    0.181   0.0828    0.264     2.96      2.2       49     7.86        0        0        0
-2004       10       28     1.89    0.158     2.05   0.0181  0.00152   0.0196    0.197   0.0904    0.287     2.96     2.19       49     7.86        0        0        0
-2004       10       29     1.38    0.116     1.49   0.0132  0.00111   0.0143    0.144   0.0661     0.21     2.96     2.19       49     7.86        0        0        0
-2004       10       30     1.83    0.153     1.98   0.0175  0.00147    0.019    0.195   0.0896    0.285     2.96     2.19       49     7.86        0        0        0
-2004       10       31    0.819   0.0687    0.888  0.00786  0.00066  0.00852   0.0909   0.0417    0.133     2.95     2.19       49     7.86        0        0        0
-2004       11        1    0.976   0.0819     1.06  0.00937 0.000786   0.0102    0.117   0.0536     0.17     2.95     2.19       49     7.86        0        0        0
