Month		n_days	Rg_f	Ta_f	Tmax	Tmin	VPD_f	Ts_f	Precip	SWC	LAI
11	24	329	4.02	7.42	11.00	4.23	0.25	-9999	0.20	-9999	-9999
11	25	330	0.97	2.80	4.19	0.97	0.10	-9999	5.00	-9999	-9999
11	26	331	2.15	2.91	5.22	0.65	0.16	-9999	3.10	-9999	-9999
11	27	332	2.23	2.37	3.41	1.30	0.19	-9999	2.60	-9999	-9999
11	28	333	2.50	3.91	7.87	0.51	0.17	-9999	4.60	-9999	-9999
11	29	334	5.03	6.87	10.56	4.40	0.19	-9999	0.00	-9999	-9999
11	30	335	5.26	7.74	10.73	5.04	0.27	-9999	0.10	-9999	-9999
12	1	336	6.03	5.94	9.53	1.47	0.23	-9999	0.00	-9999	-9999
12	2	337	5.26	8.25	12.75	5.87	0.28	-9999	0.00	-9999	-9999
12	3	338	5.75	6.14	8.40	4.42	0.16	-9999	0.00	-9999	-9999
12	4	339	5.10	4.29	5.83	2.11	0.09	-9999	0.00	-9999	-9999
12	5	340	5.81	4.28	9.09	0.35	0.17	-9999	0.00	-9999	-9999
12	6	341	5.70	0.61	5.94	-1.52	0.09	-9999	0.00	-9999	-9999
12	7	342	5.49	5.96	10.21	-1.65	0.26	-9999	0.00	-9999	-9999
12	8	343	4.01	10.75	14.34	7.90	0.33	-9999	0.00	-9999	-9999
12	9	344	1.86	7.10	8.40	5.95	0.13	-9999	0.20	-9999	-9999
12	10	345	4.65	6.66	8.13	5.45	0.14	-9999	1.50	-9999	-9999
12	11	346	3.64	8.51	12.20	5.61	0.29	-9999	11.30	-9999	-9999
12	12	347	3.51	10.66	12.44	8.17	0.32	-9999	0.30	-9999	-9999
12	13	348	3.21	11.46	14.05	9.16	0.37	-9999	0.00	-9999	-9999
12	14	349	4.82	6.79	9.57	5.00	0.31	-9999	0.00	-9999	-9999
12	15	350	1.28	3.22	5.09	1.36	0.15	-9999	7.60	-9999	-9999
12	16	351	1.10	-0.24	1.43	-1.98	0.15	-9999	3.00	-9999	-9999
12	17	352	2.15	0.08	0.92	-0.85	0.14	-9999	1.50	-9999	-9999
12	18	353	3.55	-0.13	1.12	-1.42	0.07	-9999	5.60	-9999	-9999
12	19	354	1.43	-0.25	0.81	-2.06	0.06	-9999	27.50	-9999	-9999
12	20	355	4.77	-3.99	-1.22	-6.01	0.12	-9999	0.30	-9999	-9999
12	21	356	4.84	-7.64	-5.91	-9.58	0.10	-9999	0.00	-9999	-9999
12	22	357	5.47	-8.15	-4.97	-10.30	0.12	-9999	0.00	-9999	-9999
12	23	358	5.46	-1.33	2.98	-5.67	0.29	-9999	0.00	-9999	-9999
12	24	359	5.42	0.51	3.71	-1.51	0.38	-9999	0.00	-9999	-9999
12	25	360	3.19	4.43	9.31	0.34	0.30	-9999	0.00	-9999	-9999
12	26	361	3.05	1.98	2.98	0.59	0.15	-9999	1.70	-9999	-9999
12	27	362	4.07	3.75	5.52	2.13	0.22	-9999	1.20	-9999	-9999
12	28	363	2.23	1.02	2.81	-0.39	0.07	-9999	16.60	-9999	-9999
12	29	364	3.98	-1.35	1.28	-2.94	0.08	-9999	2.00	-9999	-9999
12	30	365	3.30	-2.28	-1.68	-2.92	0.13	-9999	0.40	-9999	-9999
12	31	366	1.33	-3.66	-2.52	-6.06	0.15		0.00		
