Year	Month	n_days	Rg_f	Ta_f	Tmax	Tmin	VPD_f	Ts_f	Precip	SWC	LAI	ET	WS_f			
1995	7	13	33.06	26.07	29.35	17.41	13.86	-9999	0.00	-9999	-9999	-9999	-9999			
1995	7	14	33.15	26.18	29.49	17.44	14.04	-9999	0.00	-9999	-9999	-9999	-9999			
1995	7	15	33.40	25.31	28.61	16.60	13.37	-9999	0.00	-9999	-9999	-9999	-9999			
1995	7	16	32.55	25.39	28.57	17.00	13.04	-9999	0.00	-9999	-9999	-9999	-9999			
1995	7	17	33.60	25.99	29.34	17.15	14.03	-9999	0.00	-9999	-9999	-9999	-9999			
1995	7	18	33.79	26.06	29.45	17.13	14.20	-9999	0.00	-9999	-9999	-9999	-9999			
1995	7	19	37.22	28.71	32.86	17.77	19.05	-9999	0.00	-9999	-9999	-9999	-9999			
1995	7	20	36.05	29.5	33.51	18.94	19.35	-9999	0.00	-9999	-9999	-9999	-9999			
1995	7	21	36.41	27.81	31.77	17.37	17.55	-9999	0.00	-9999	-9999	-9999	-9999			
1995	7	22	33.92	28.81	32.43	19.25	17.29	-9999	0.00	-9999	-9999	-9999	-9999			
1995	7	23	34.29	28.45	32.16	18.68	17.27	-9999	0.00	-9999	-9999	-9999	-9999			
1995	7	24	33.15	28.89	32.48	19.44	17.23	-9999	0.00	-9999	-9999	-9999	-9999			
1995	7	25	31.92	29.42	32.85	20.36	17.12	-9999	0.00	-9999	-9999	-9999	-9999			
1995	7	26	29.79	28.36	31.41	20.33	14.74	-9999	0.00	-9999	-9999	-9999	-9999			
1995	7	27	33.47	28.58	32.15	19.16	16.90	-9999	0.00	-9999	-9999	-9999	-9999			
1995	7	28	30.79	28	31.16	19.68	14.88	-9999	0.00	-9999	-9999	-9999	-9999			
1995	7	29	30.81	27.23	30.35	18.99	14.17	-9999	0.00	-9999	-9999	-9999	-9999			
1995	7	30	29.43	26.18	29.06	18.57	12.57	-9999	0.00	-9999	-9999	-9999	-9999			
1995	7	31	28.82	26.43	29.24	19.03	12.47	-9999	0.00	-9999	-9999	-9999	-9999			
1995	8	1	32.19	25.87	29.08	17.41	13.47	-9999	0.00	-9999	-9999	-9999	-9999			
1995	8	2	36.38	26.61	30.59	16.10	16.54	-9999	0.00	-9999	-9999	-9999	-9999			
1995	8	3	32.31	26.95	30.32	18.07	14.82	-9999	0.00	-9999	-9999	-9999	-9999			
1995	8	4	30.36	25.94	28.98	17.91	12.96	-9999	0.00	-9999	-9999	-9999	-9999			
1995	8	5	29.52	26.01	28.96	18.22	12.70	-9999	0.00	-9999	-9999	-9999	-9999			
1995	8	6	29.88	26.55	29.57	18.59	13.31	-9999	0.00	-9999	-9999	-9999	-9999			
1995	8	7	29.19	26.75	29.68	19.01	13.14	-9999	0.00	-9999	-9999	-9999	-9999			
1995	8	8	17.76	25.25	27.48	19.36	9.67	-9999	6.30	-9999	-9999	-9999	-9999			
1995	8	9	31.32	25.73	28.85	17.51	13.07	-9999	0.00	-9999	-9999	-9999	-9999			
1995	8	10	35.02	25.79	29.49	16.05	14.97	-9999	0.00	-9999	-9999	-9999	-9999			
1995	8	11	24.08	27.39	30.76	18.52	15.16	-9999	0.90	-9999	-9999	-9999	-9999			
1995	8	12	22.75	27.02	30.12	18.86	13.92	-9999	1.00	-9999	-9999	-9999	-9999			
1995	8	13	28.16	26.72	29.51	19.37	12.59	-9999	0.00	-9999	-9999	-9999	-9999			
1995	8	14	32.93	26.48	29.94	17.37	14.75	-9999	0.00	-9999	-9999	-9999	-9999			
1995	8	15	29.25	25.6	28.50	17.97	12.23	-9999	0.00	-9999	-9999	-9999	-9999			
1995	8	16	24.24	25.29	28.63	16.49	13.47	-9999	5.20	-9999	-9999	-9999	-9999			
1995	8	17	21.45	21.67	24.35	14.59	9.29	-9999	6.00	-9999	-9999	-9999	-9999			
1995	8	18	27.23	21.09	23.57	14.57	8.43	-9999	0.00	-9999	-9999	-9999	-9999			
1995	8	19	21.56	21.46	24.11	14.48	9.09	-9999	1.10	-9999	-9999	-9999	-9999			
1995	8	20	33.62	23.29	26.67	14.39	12.20	-9999	0.00	-9999	-9999	-9999	-9999			
1995	8	21	19.80	22.95	25.36	16.59	9.13	-9999	1.50	-9999	-9999	-9999	-9999			
1995	8	22	23.85	23.11	26.21	14.95	11.29	-9999	0.80	-9999	-9999	-9999	-9999			
1995	8	23	30.46	23.3	26.21	15.64	10.84	-9999	0.00	-9999	-9999	-9999	-9999			
1995	8	24	20.06	22.94	25.38	16.51	9.21	-9999	5.40	-9999	-9999	-9999	-9999			
1995	8	25	19.12	23.51	25.83	17.41	9.09	-9999	5.40	-9999	-9999	-9999	-9999			
1995	8	26	30.10	23.56	26.42	16.01	10.86	-9999	0.00	-9999	-9999	-9999	-9999			
1995	8	27	30.72	24.43	27.43	16.51	11.83	-9999	0.00	-9999	-9999	-9999	-9999			
1995	8	28	25.89	23.7	26.07	17.47	9.35	-9999	0.00	-9999	-9999	-9999	-9999			
1995	8	29	36.96	21.09	25.13	10.43	12.36	-9999	0.00	-9999	-9999	-9999	-9999			
1995	8	30	34.02	20.54	23.99	11.44	10.65	-9999	0.00	-9999	-9999	-9999	-9999			
1995	8	31	31.41	18.43	21.40	10.59	8.42	-9999	0.00	-9999	-9999	-9999	-9999			
1995	9	1	35.54	18.59	22.30	8.81	10.08	-9999	0.00	-9999	-9999	-9999	-9999			
1995	9	2	32.05	19.81	22.97	11.49	9.55	-9999	0.00	-9999	-9999	-9999	-9999			
1995	9	3	30.96	20.7	23.75	12.65	9.77	-9999	0.00	-9999	-9999	-9999	-9999			
1995	9	4	22.47	21.35	23.38	15.99	7.23	-9999	0.00	-9999	-9999	-9999	-9999			
1995	9	5	13.93	16.38	17.94	12.28	4.34	-9999	5.50	-9999	-9999	-9999	-9999			
1995	9	6	27.55	18.67	21.19	12.02	7.48	-9999	0.00	-9999	-9999	-9999	-9999			
1995	9	7	30.29	20.18	23.17	12.31	9.33	-9999	0.00	-9999	-9999	-9999	-9999			
1995	9	8	13.50	22.09	23.70	17.83	6.16	-9999	8.10	-9999	-9999	-9999	-9999			
1995	9	9	27.15	20.93	23.49	14.18	8.59	-9999	0.00	-9999	-9999	-9999	-9999			
1995	9	10	32.29	20.81	24.20	11.89	10.66	-9999	0.00	-9999	-9999	-9999	-9999			
1995	9	11	32.53	21.04	24.54	11.81	11.08	-9999	0.00	-9999	-9999	-9999	-9999			
1995	9	12	22.73	22.46	25.69	13.96	11.25	-9999	24.70	-9999	-9999	-9999	-9999			
1995	9	13	16.35	20.67	22.67	15.38	6.89	-9999	26.70	-9999	-9999	-9999	-9999			
1995	9	14	17.77	18.1	20.25	12.42	6.34	-9999	2.90	-9999	-9999	-9999	-9999			
1995	9	15	20.35	19.07	21.68	12.19	7.86	-9999	1.50	-9999	-9999	-9999	-9999			
1995	9	16	17.63	19.39	21.57	13.65	6.89	-9999	6.30	-9999	-9999	-9999	-9999			
1995	9	17	28.72	20.26	23.20	12.52	9.25	-9999	0.00	-9999	-9999	-9999	-9999			
1995	9	18	21.10	21.67	24.63	13.86	10.07	-9999	26.80	-9999	-9999	-9999	-9999			
1995	9	19	16.29	21.36	23.43	15.89	7.36	-9999	14.10	-9999	-9999	-9999	-9999			
